"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"14885",750000,2,2,2180,21392,2,0,0,3,8,2180,0,1934,1979,98034,47.7162,-122.246,2890,22000,"yes","yes","Kirkland"
"9987",330000,5,3,2100,7715,1,0,0,3,7,1250,850,2013,0,98168,47.4866,-122.319,2100,7959,"yes","no","Seattle"
"18445",358500,2,1.75,1400,865,2,0,0,3,8,1110,290,2005,0,98029,47.5478,-121.999,1380,1107,"yes","no","Issaquah"
"64",549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,"yes","no","Seattle"
"17432",410000,3,3.25,2650,7819,1,0,2,4,8,1760,890,1956,0,98056,47.4821,-122.192,2400,7727,"yes","no","Renton"
"12612",456200,2,1.75,1210,7733,1,0,0,3,6,1210,0,1904,0,98125,47.7148,-122.282,1670,7733,"yes","no","Seattle"
"93",153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,"yes","no","Federal Way"
"21185",468500,3,2.5,1350,1186,2,0,0,3,8,1120,230,2007,0,98117,47.6786,-122.375,1500,1605,"yes","no","Seattle"
"19705",532000,3,3.75,2260,2050,2,0,0,3,9,1170,1090,2010,0,98118,47.566,-122.29,2130,3082,"yes","no","Seattle"
"15200",350000,3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080,"yes","no","Seattle"
"2947",580000,4,2.5,2130,35752,1,0,0,3,8,1490,640,1980,0,98075,47.5748,-122.031,3030,34000,"yes","no","Sammamish"
"10600",422500,2,1,910,4800,1,0,0,4,7,910,0,1923,0,98126,47.5536,-122.377,1450,5000,"yes","no","Seattle"
"11063",570000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,0,98133,47.7186,-122.354,1420,6561,"yes","no","Seattle"
"15448",257000,2,1,770,11084,1,0,0,4,6,770,0,1947,0,98155,47.7482,-122.321,1010,11084,"yes","no","Seattle"
"7154",530000,4,3,2240,5580,2,0,0,5,7,1830,410,1949,0,98118,47.5598,-122.27,1530,4800,"yes","no","Seattle"
"7146",410000,4,2.5,2240,4447,2,0,0,3,7,2240,0,2006,0,98059,47.4868,-122.159,2000,3800,"yes","no","Renton"
"13111",1135000,4,4.25,4590,17621,2,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268,"yes","no","Kirkland"
"20491",292000,3,2.5,1270,1283,3,0,0,3,7,1270,0,2007,0,98125,47.7209,-122.291,1270,1512,"yes","no","Seattle"
"8846",261490,4,1,1640,8467,1,0,2,4,6,1220,420,1943,0,98056,47.4894,-122.188,1060,7396,"yes","no","Renton"
"12031",240000,3,2,1220,17652,1,0,0,4,7,1220,0,1980,0,98059,47.4712,-122.1,1990,17652,"yes","no","Renton"
"5393",323000,4,1.75,1310,9690,1,0,0,4,7,1310,0,1967,0,98011,47.7559,-122.226,2280,9618,"yes","no","Bothell"
"10866",310000,3,1.75,1880,30346,1,0,0,3,8,1880,0,1988,0,98001,47.3515,-122.291,2260,5883,"yes","no","Auburn"
"18408",822500,2,1,1450,7098,1,0,4,3,7,1450,0,1924,0,98109,47.63,-122.349,2390,6098,"yes","no","Seattle"
"12756",429000,3,1.75,2520,5043,1,0,0,3,8,1260,1260,1957,0,98126,47.5339,-122.372,1360,4920,"yes","no","Seattle"
"13521",439000,3,1,1530,19007,1,0,0,4,8,1290,240,1949,0,98166,47.4508,-122.352,2090,20962,"yes","no","Seattle"
"1557",307500,3,2.25,1646,7364,2,0,0,3,7,1646,0,1994,0,98038,47.3646,-122.037,1975,9161,"yes","no","Maple Valley"
"19131",865000,4,2.5,2580,10631,2,0,2,4,9,2580,0,1992,0,98033,47.6993,-122.206,4220,10631,"yes","no","Kirkland"
"236",1025000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,"yes","no","Kirkland"
"8658",286000,3,1.75,1770,9000,1,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.326,1520,21141,"yes","no","Seattle"
"5840",245000,3,2.75,1300,14197,1,0,0,3,7,860,440,1996,0,98030,47.3652,-122.183,1550,7596,"yes","no","Kent"
"7006",368000,4,1.75,2100,11942,1,0,0,3,7,1030,1070,1964,0,98106,47.55,-122.356,1170,6986,"yes","no","Seattle"
"7496",515000,5,3,2670,11761,1,0,0,3,7,1370,1300,1981,0,98052,47.6895,-122.129,2580,10703,"yes","no","Redmond"
"3617",280000,2,1.5,800,1196,2,0,0,3,8,800,0,2003,0,98103,47.6972,-122.341,1020,1087,"yes","no","Seattle"
"2894",425000,4,1.75,1820,6000,1,0,0,3,7,930,890,1942,0,98115,47.6872,-122.296,1590,6000,"yes","no","Seattle"
"15732",715000,4,3,1986,6000,2,0,2,4,8,1746,240,1922,0,98136,47.5374,-122.39,1930,6200,"yes","no","Seattle"
"1303",285000,4,3,1900,7194,2,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,"yes","no","Kent"
"16129",367500,4,2,1960,16015,1,0,0,3,7,1960,0,1980,0,98002,47.33,-122.22,1960,16015,"yes","no","Auburn"
"12179",676000,3,2.25,2680,41804,1,0,0,3,9,2680,0,1989,0,98045,47.4828,-121.73,2680,40866,"yes","no","North Bend"
"1258",321000,5,2.75,3030,7000,1,0,0,4,7,1540,1490,1978,0,98032,47.3661,-122.28,1790,7330,"yes","no","Kent"
"18083",580000,3,1.75,1570,2600,1.5,0,0,4,8,1570,0,1931,0,98117,47.6867,-122.37,1490,4000,"yes","no","Seattle"
"13178",585000,3,3.5,1700,2197,2,0,0,3,8,1260,440,2010,0,98116,47.5767,-122.41,1360,1418,"yes","no","Seattle"
"7996",259900,4,2.75,1560,8820,1,0,3,3,7,1060,500,1979,0,98001,47.3382,-122.257,2140,7800,"yes","no","Auburn"
"21431",700000,3,2.5,2230,4006,2,0,0,3,8,2230,0,2014,0,98133,47.73,-122.335,2230,4180,"yes","no","Seattle"
"12749",750000,4,3.5,3050,7020,2,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900,"yes","no","Seattle"
"14541",615000,3,1.75,1900,3783,1.5,0,0,5,7,1110,790,1927,0,98144,47.5742,-122.315,1530,5098,"yes","no","Seattle"
"11604",820000,3,2.5,2510,5503,2,0,2,3,9,2510,0,1995,0,98136,47.5419,-122.383,1790,6099,"yes","no","Seattle"
"21510",600000,2,2.5,1830,1988,2,0,0,3,9,1530,300,2011,0,98116,47.5779,-122.409,1800,2467,"yes","no","Seattle"
"3386",975000,4,2.5,4270,43386,1,0,0,3,10,2680,1590,1991,0,98053,47.6915,-122.053,3630,36180,"yes","no","Redmond"
"10975",400000,4,2.5,3130,5240,2,0,0,3,8,3130,0,2004,0,98038,47.3446,-122.042,2470,5240,"yes","no","Maple Valley"
"10111",920000,3,2.75,2590,223027,2,0,0,3,9,2590,0,1983,0,98074,47.6145,-122.001,3410,212137,"yes","no","Sammamish"
"1410",425000,2,1,2110,4920,1.5,0,0,3,7,1460,650,1911,0,98103,47.6872,-122.339,1390,4732,"yes","no","Seattle"
"18057",820000,4,2.5,2440,5737,2,0,0,4,8,1700,740,1929,0,98119,47.6472,-122.367,2020,5543,"yes","no","Seattle"
"11294",559500,4,1.75,1650,7088,1,0,0,3,8,1650,0,1973,0,98027,47.5688,-122.087,1850,7523,"yes","no","Issaquah"
"11318",285000,2,1,890,7250,1,0,0,3,7,890,0,1943,0,98125,47.7118,-122.314,900,7000,"yes","no","Seattle"
"2315",1400000,4,2.5,2770,8879,2,0,0,3,9,2770,0,2001,0,98004,47.5831,-122.193,2770,8882,"yes","no","Bellevue"
"7182",249000,3,1.75,1520,7500,1,0,0,3,8,1520,0,1985,0,98092,47.2646,-122.219,2180,7506,"yes","no","Auburn"
"20622",359000,3,1.5,1360,885,3,0,0,3,8,1360,0,2008,0,98103,47.6961,-122.349,1360,1167,"yes","no","Seattle"
"13207",324950,2,1.5,1230,1516,3,0,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,1352,1411,"yes","no","Seattle"
"1923",230000,3,1,1240,6195,1,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080,"yes","no","Kenmore"
"3286",315000,1,1,580,7200,1,0,0,3,6,580,0,2000,0,98126,47.5249,-122.373,1360,7560,"yes","no","Seattle"
"15226",585000,4,2.5,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720,"yes","no","Issaquah"
"12348",675000,4,2.5,1770,9858,1,0,2,3,8,1770,0,1971,0,98155,47.7382,-122.287,2470,9858,"yes","no","Seattle"
"16918",415000,4,2.25,3060,48787,2,0,0,3,8,3060,0,1992,0,98010,47.3397,-121.918,2090,48787,"yes","no","Black Diamond"
"4280",370000,3,1.75,1530,10300,1,0,0,4,7,1530,0,1978,0,98133,47.7767,-122.356,1940,9883,"yes","no","Seattle"
"8426",628000,5,2.75,2600,8160,2,0,0,3,8,2600,0,2015,0,98133,47.7348,-122.34,1600,8160,"yes","no","Seattle"
"50",1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,"yes","no","Vashon"
"3349",675000,4,2.5,2370,9679,2,0,0,3,8,2370,0,1984,0,98027,47.5631,-122.085,2290,7944,"yes","no","Issaquah"
"4606",700000,4,2.5,2580,15031,2,0,0,3,9,2580,0,1999,0,98052,47.6895,-122.094,3030,10361,"yes","no","Redmond"
"4319",402500,3,1,1290,4000,1.5,0,0,3,7,1290,0,1926,0,98118,47.5462,-122.277,1160,5040,"yes","no","Seattle"
"18293",259000,3,2,1610,14046,2,0,0,3,7,1610,0,1933,1988,98028,47.7704,-122.264,2410,9000,"yes","yes","Kenmore"
"7068",499950,3,1,1830,3000,1.5,0,0,3,7,1430,400,1926,0,98103,47.6619,-122.351,1510,2500,"yes","no","Seattle"
"16765",450000,4,1.75,2190,9752,1,0,0,3,8,2190,0,1964,0,98034,47.7108,-122.239,2040,9964,"yes","no","Kirkland"
"8343",350000,3,1,1010,9360,1,0,0,3,6,1010,0,1981,0,98033,47.6874,-122.168,1470,9360,"yes","no","Kirkland"
"477",460000,3,2.5,1610,2527,2,0,2,3,9,1080,530,2005,0,98118,47.5674,-122.29,1610,4173,"yes","no","Seattle"
"14223",705000,3,1,1440,2618,1.5,0,0,4,7,1440,0,1906,0,98103,47.6582,-122.336,1850,3990,"yes","no","Seattle"
"336",260000,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894,"yes","no","Maple Valley"
"5339",303500,4,2.5,1920,7345,2,0,0,3,8,1920,0,1992,0,98038,47.3526,-122.055,1860,7364,"yes","no","Maple Valley"
"7967",355500,3,1,1120,10032,1,0,0,3,7,1120,0,1962,0,98034,47.7182,-122.194,1210,9918,"yes","no","Kirkland"
"17829",623000,4,2.5,2980,9235,1,0,0,4,8,1690,1290,1977,0,98006,47.5513,-122.162,2690,10046,"yes","no","Bellevue"
"7903",463000,3,2,1590,5009,2,0,0,4,6,1590,0,1985,0,98125,47.7012,-122.322,1730,6380,"yes","no","Seattle"
"4473",720000,3,2.5,2820,14250,2,0,0,3,11,2820,0,1991,0,98074,47.6396,-122.054,2820,12600,"yes","no","Sammamish"
"10094",362000,3,2.75,1420,955,2,0,0,3,8,1160,260,2004,0,98029,47.5477,-122.003,1420,955,"yes","no","Issaquah"
"11834",717000,3,1.5,1310,3880,1,0,0,3,7,1090,220,1956,0,98117,47.6821,-122.392,1570,3880,"yes","no","Seattle"
"14525",485000,4,1.75,2050,8913,1,0,0,3,7,1330,720,1968,0,98052,47.6735,-122.151,1290,8550,"yes","no","Redmond"
"3873",325000,4,2.5,1930,8458,2,0,0,3,7,1930,0,1993,0,98038,47.3645,-122.039,1670,9485,"yes","no","Maple Valley"
"12290",156601,2,1.75,1210,9750,1,0,0,3,7,1210,0,1984,0,98038,47.3438,-122.037,1650,9750,"yes","no","Maple Valley"
"13197",1700000,5,3.5,5850,22885,2,0,2,4,11,4670,1180,1978,0,98004,47.606,-122.211,3240,19020,"yes","no","Bellevue"
"13268",1800000,4,3.5,4460,16953,1,0,0,3,9,2550,1910,1962,1994,98039,47.6338,-122.232,1980,13370,"yes","yes","Medina"
"12297",185900,3,1,940,10890,1,0,0,4,5,940,0,1909,0,98001,47.2763,-122.257,1370,10255,"yes","no","Auburn"
"11194",260000,3,2.5,1420,14850,1,0,0,4,7,1020,400,1963,0,98032,47.3661,-122.29,2060,8800,"yes","no","Kent"
"8448",250000,3,3,2300,7701,1,0,0,3,7,2300,0,1960,0,98056,47.5102,-122.18,1570,8116,"yes","no","Renton"
"3209",427500,3,1.75,1240,7200,1,0,0,5,7,1240,0,1942,0,98136,47.5142,-122.389,1640,7200,"yes","no","Seattle"
"4967",482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934,"yes","no","Auburn"
"20075",754842,3,2.5,2930,5641,2,0,0,3,8,2930,0,2013,0,98052,47.71,-122.113,3300,5641,"yes","no","Redmond"
"12757",765000,4,2.5,3190,38119,2,0,0,3,9,3190,0,1988,0,98053,47.6698,-122.044,2560,36280,"yes","no","Redmond"
"14737",295000,2,1.75,1560,43748,2,0,0,3,8,1560,0,1967,2000,98065,47.5729,-121.676,1000,24602,"yes","yes","Snoqualmie"
"10157",408000,3,2,1640,3440,2,0,0,3,7,1640,0,1987,0,98052,47.6829,-122.097,1070,3549,"yes","no","Redmond"
"7887",1900000,4,2.25,3020,11489,1.5,1,3,5,10,2110,910,1916,1988,98040,47.5395,-122.21,3890,11489,"yes","yes","Mercer Island"
"18512",1650000,4,2.75,3190,14904,1,0,3,4,9,1940,1250,1949,1992,98004,47.6178,-122.214,2600,11195,"yes","yes","Bellevue"
"20505",319900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.21,2166,4000,"yes","no","Auburn"
"6602",290000,3,1.75,1280,10716,1,0,0,4,7,1280,0,1969,0,98059,47.4755,-122.145,1440,9870,"yes","no","Renton"
"12660",158000,3,1.5,990,8925,1,0,0,4,7,990,0,1962,0,98003,47.3294,-122.331,1360,8625,"yes","no","Federal Way"
"733",403000,3,2.75,2090,8354,2,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,"yes","no","Duvall"
"3436",279000,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,0,98038,47.3895,-122.023,1590,16317,"yes","no","Maple Valley"
"16705",772000,4,2.5,2110,3750,2,0,0,3,8,2110,0,2000,0,98117,47.6789,-122.363,1700,5000,"yes","no","Seattle"
"1448",290000,3,2.25,1500,7308,1,0,0,4,7,1210,290,1968,0,98055,47.4621,-122.187,1480,7400,"yes","no","Renton"
"18091",244000,2,1,960,8450,1,0,0,5,6,960,0,1950,0,98155,47.755,-122.316,1090,8450,"yes","no","Seattle"
"18569",810000,4,3.5,3470,7396,2,0,3,3,8,2520,950,1979,0,98125,47.7146,-122.279,2360,10541,"yes","no","Seattle"
"6438",152000,3,1,920,4875,1,0,0,4,7,920,0,1978,0,98042,47.3623,-122.09,1160,4875,"yes","no","Kent"
"21255",729950,4,3.5,3510,10010,2,0,0,3,10,3510,0,2001,0,98065,47.5412,-121.876,4200,9935,"yes","no","Snoqualmie"
"15918",410000,4,2,2010,9474,2,0,0,3,7,2010,0,1953,2003,98166,47.4234,-122.342,2140,10164,"yes","yes","Seattle"
"13047",840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460,"yes","no","Sammamish"
"13251",1075000,3,3,4020,435600,1.5,0,2,3,10,4020,0,1999,0,98045,47.4418,-121.731,2590,283140,"yes","no","North Bend"
"20031",399440,4,2.5,2311,4396,2,0,0,3,9,2311,0,2014,0,98092,47.3276,-122.163,2458,4616,"yes","no","Auburn"
"20248",2225000,4,4.25,4700,10800,2,0,1,3,11,3910,790,2002,0,98033,47.6882,-122.214,2370,7680,"yes","no","Kirkland"
"17321",475000,3,3,2540,18900,1,0,0,3,7,1580,960,1978,0,98072,47.754,-122.144,2270,16000,"yes","no","Woodinville"
"18123",576925,4,2.5,2630,6100,2,0,0,3,8,2630,0,2004,0,98072,47.7735,-122.167,2360,5765,"yes","no","Woodinville"
"21580",645000,3,3.25,1730,1229,2,0,2,3,9,1320,410,2008,0,98119,47.6374,-122.369,1710,1686,"yes","no","Seattle"
"6686",253905,3,1,940,8400,1,0,0,5,7,940,0,1958,0,98056,47.5112,-122.167,950,8400,"yes","no","Renton"
"6678",535100,3,2.25,2070,7207,1,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.371,2350,7980,"yes","no","Seattle"
"21483",819995,5,2.75,3030,10335,2,0,0,3,9,3030,0,2013,0,98056,47.5305,-122.184,2720,11213,"yes","no","Renton"
"11853",310000,3,1,1180,8474,1.5,0,0,3,7,1180,0,1956,0,98155,47.7416,-122.327,1180,7200,"yes","no","Seattle"
"17383",499950,4,2.25,2160,8817,1,0,0,3,7,1460,700,1965,0,98133,47.7595,-122.356,1880,8817,"yes","no","Seattle"
"13134",906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,1951,0,98105,47.6653,-122.272,2240,6071,"yes","no","Seattle"
"15268",300000,3,1,1290,12415,1.5,0,0,3,6,1290,0,1908,0,98070,47.3719,-122.461,1620,12415,"yes","no","Vashon"
"2090",750000,4,2.75,3430,13907,2,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851,"yes","no","Sammamish"
"14330",340000,4,2.25,2180,8000,1,0,0,4,9,1630,550,1975,0,98023,47.317,-122.378,2310,8000,"yes","no","Federal Way"
"17144",480000,4,2.25,2230,11200,1,0,0,4,7,1300,930,1977,0,98011,47.7691,-122.167,2090,10563,"yes","no","Bothell"
"618",485000,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411,"yes","no","Issaquah"
"15629",590000,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,0,98008,47.626,-122.12,1600,7875,"yes","no","Bellevue"
"13742",775000,3,1.75,3520,12350,1,0,4,4,8,1530,1990,1960,0,98116,47.5837,-122.382,2140,7800,"yes","no","Seattle"
"9537",410000,3,2,1320,6000,1.5,0,0,4,7,1320,0,1920,0,98144,47.5752,-122.304,1620,4000,"yes","no","Seattle"
"16147",437400,3,1.75,2150,8925,1,0,0,4,7,2150,0,1960,0,98008,47.6253,-122.119,1100,7875,"yes","no","Bellevue"
"6650",750000,4,2.5,2540,6491,2,0,0,3,8,2540,0,1997,0,98008,47.6363,-122.117,1990,8447,"yes","no","Bellevue"
"11019",1378600,5,3.25,3450,6360,2,0,0,5,9,1860,1590,1905,0,98122,47.6133,-122.287,2310,5000,"yes","no","Seattle"
"5736",990400,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,4764,"yes","no","Bellevue"
"10014",491000,3,1.75,1440,7800,1,0,0,4,7,1440,0,1958,0,98008,47.5996,-122.12,1440,7800,"yes","no","Bellevue"
"6961",475000,3,1.75,1780,8033,1,0,0,2,7,1210,570,1977,0,98034,47.7275,-122.219,1630,7508,"no","no","Kirkland"
"12713",545000,4,2.25,1890,7210,1,0,0,3,8,1890,0,1967,0,98008,47.6342,-122.117,1920,7210,"yes","no","Bellevue"
"9231",610000,4,2.5,2440,9350,1,0,0,4,8,1560,880,1976,0,98006,47.5614,-122.13,2260,8500,"yes","no","Bellevue"
"11746",299950,3,2.5,1780,4650,2,0,0,3,7,1780,0,2011,0,98038,47.386,-122.047,3050,3848,"yes","no","Maple Valley"
"478",438924,3,1.5,1050,4590,1,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400,"yes","no","Seattle"
"9205",1065000,3,2.5,2130,3545,3,0,0,5,9,2130,0,1990,0,98109,47.6389,-122.349,1970,3464,"yes","no","Seattle"
"15798",277500,4,2.5,2550,7500,1,0,0,3,8,1750,800,1976,0,98023,47.3165,-122.386,2260,8800,"yes","no","Federal Way"
"13299",740000,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0,98010,47.3602,-121.988,3350,183897,"yes","no","Black Diamond"
"7760",721000,4,2.75,2690,5400,2,0,0,3,7,2210,480,1940,2009,98117,47.6963,-122.367,1620,5400,"yes","yes","Seattle"
"6122",1445000,4,3.5,3470,8580,2,0,0,3,11,2500,970,2007,0,98199,47.6433,-122.403,1940,7920,"yes","no","Seattle"
"17939",580000,5,2.75,3550,9600,2,0,0,3,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600,"yes","no","Kirkland"
"15113",549950,3,2.5,2680,5860,2,0,0,3,8,2680,0,2001,0,98011,47.7557,-122.223,2680,5860,"yes","no","Bothell"
"3443",412000,3,2.5,1553,1991,3,0,0,3,8,1553,0,2014,0,98133,47.7049,-122.34,1509,2431,"yes","no","Seattle"
"15329",1305000,5,3.5,3270,4080,2,0,0,3,9,2180,1090,2011,0,98115,47.6754,-122.327,1410,4080,"yes","no","Seattle"
"5586",422000,3,1,1160,7854,1,0,0,3,7,1160,0,1960,0,98125,47.7304,-122.308,1300,8317,"yes","no","Seattle"
"7456",623000,4,2.5,2710,49044,2,0,0,3,9,2710,0,1988,0,98077,47.774,-122.08,2560,38190,"yes","no","Woodinville"
"17517",870000,4,2.5,2650,12001,2,0,0,4,9,2650,0,1984,0,98006,47.5496,-122.14,2880,14054,"yes","no","Bellevue"
"5324",319950,4,2.5,2038,7643,2,0,0,3,8,2038,0,2011,0,98092,47.3296,-122.18,2634,6824,"yes","no","Auburn"
"2761",615000,3,1.75,1950,8480,1,0,0,4,8,1250,700,1962,0,98007,47.5893,-122.15,1740,8480,"yes","no","Bellevue"
"13246",492000,4,2,1640,5000,2,0,0,3,7,1640,0,1907,1983,98107,47.6662,-122.365,1240,5000,"yes","yes","Seattle"
"1084",490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,"yes","no","Seattle"
"2868",660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,0,98074,47.6348,-122.06,2600,12000,"yes","no","Sammamish"
"13433",294000,3,2.25,1700,9600,2,0,0,3,7,1700,0,1984,0,98042,47.39,-122.158,1930,9600,"yes","no","Kent"
"18291",397000,5,1,1170,6757,1,0,0,4,6,800,370,1944,0,98125,47.7332,-122.304,1590,6794,"yes","no","Seattle"
"9090",610000,4,3,2450,10117,1,0,0,5,8,1580,870,1967,0,98006,47.5694,-122.132,2530,10125,"yes","no","Bellevue"
"11911",902500,3,3.5,3240,23522,2,0,0,3,10,2130,1110,1992,0,98010,47.3388,-122.033,3180,23273,"yes","no","Black Diamond"
"2678",399500,3,1.75,1410,7700,1,0,0,4,7,1410,0,1967,0,98056,47.5375,-122.176,1560,7700,"yes","no","Renton"
"15560",320000,5,2.5,3020,21441,1,0,0,4,8,1510,1510,1978,0,98042,47.3392,-122.131,1610,16445,"yes","no","Kent"
"17294",340000,3,1.75,1280,16200,1,0,0,3,8,1030,250,1976,0,98077,47.7427,-122.071,1160,10565,"yes","no","Woodinville"
"20865",1275000,4,3.5,3530,8126,2,0,0,3,10,3530,0,2007,0,98033,47.6847,-122.2,2660,8126,"yes","no","Kirkland"
"18706",425000,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6180,"yes","no","Seattle"
"18576",476000,4,3,2890,6885,1,0,0,3,7,1590,1300,1945,2015,98115,47.6763,-122.282,2180,6885,"yes","yes","Seattle"
"14346",321500,1,1,730,1942,1,0,0,3,7,730,0,2008,0,98144,47.5939,-122.299,1020,2183,"yes","no","Seattle"
"12696",258500,3,2.5,1800,9000,2,0,0,3,7,1800,0,1983,0,98003,47.3186,-122.331,1670,8486,"yes","no","Federal Way"
"6486",710000,3,2.75,2930,218235,2,0,2,3,8,2930,0,1990,0,98024,47.5481,-121.886,2450,218235,"yes","no","Fall City"
"863",539900,3,1.75,1650,10150,1,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958,"yes","no","Kirkland"
"7509",676101,4,1.5,2270,6010,1,0,0,3,8,1290,980,1954,0,98115,47.6743,-122.269,2120,5987,"yes","no","Seattle"
"18173",158000,3,1,1140,10477,1,0,0,3,6,1140,0,1942,0,98168,47.4874,-122.306,1190,9750,"yes","no","Seattle"
"8451",425000,3,2.75,3610,107386,1.5,1,3,3,8,3130,480,1918,1962,98023,47.3351,-122.362,2630,42126,"yes","yes","Federal Way"
"20020",887250,5,3.5,4320,7502,2,0,0,3,9,3500,820,2012,0,98056,47.5235,-122.168,3250,7538,"yes","no","Renton"
"6614",545000,4,3.25,4386,12275,1,0,0,3,10,2356,2030,2006,0,98092,47.3329,-122.2,3060,10925,"yes","no","Auburn"
"17312",427500,2,2,1090,934,3,0,0,3,8,1090,0,2008,0,98109,47.6341,-122.342,1090,1376,"yes","no","Seattle"
"9024",806000,4,2.5,2500,206474,1,0,0,3,10,2500,0,1997,0,98053,47.6778,-121.994,3680,208652,"yes","no","Redmond"
"14324",549010,2,1.75,1560,4141,1,0,0,4,7,880,680,1942,0,98117,47.6863,-122.382,1210,4141,"yes","no","Seattle"
"19251",260000,3,1.75,1360,15210,1,0,0,3,7,1360,0,1987,0,98038,47.3657,-122.047,1610,7800,"yes","no","Maple Valley"
"16438",472000,2,2.25,1800,2748,2,0,0,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,"yes","no","Bellevue"
"2292",522250,4,2.5,2340,41600,1,0,0,3,8,1640,700,1977,0,98077,47.7466,-122.077,2340,34960,"yes","no","Woodinville"
"13235",699000,4,2.5,2650,7945,2,0,0,3,9,2650,0,2006,0,98125,47.7113,-122.296,1200,7920,"yes","no","Seattle"
"2886",402000,3,2.5,1960,8000,1,0,0,4,7,1290,670,1977,0,98034,47.7249,-122.178,1960,8000,"yes","no","Kirkland"
"4226",390000,3,1.75,1300,10030,1,0,0,4,7,1300,0,1967,0,98034,47.7359,-122.192,1520,7713,"yes","no","Kirkland"
"10553",385000,3,2,1600,10318,1,0,0,3,7,930,670,1941,0,98133,47.7466,-122.347,1590,7040,"yes","no","Seattle"
"8815",350000,1,1,790,4590,1,0,0,3,6,790,0,1911,0,98118,47.5677,-122.285,1070,4590,"yes","no","Seattle"
"20822",837000,5,2.75,2940,5225,2,0,0,3,8,2760,180,2010,0,98052,47.6879,-122.107,3090,6261,"yes","no","Redmond"
"7810",266000,3,2.25,1550,6022,2,0,0,3,8,1550,0,1989,0,98003,47.3525,-122.304,1650,5627,"yes","no","Federal Way"
"4575",319000,2,1,960,4400,1,0,0,4,7,960,0,1951,0,98118,47.5269,-122.264,1520,5000,"yes","no","Seattle"
"19003",385000,2,1,830,26329,1,1,3,4,6,830,0,1928,0,98070,47.4012,-122.425,2030,27338,"yes","no","Vashon"
"1866",370000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300,"yes","no","Renton"
"18389",474000,2,1,1090,3160,1,0,0,3,7,840,250,1926,0,98109,47.6385,-122.344,1070,3160,"yes","no","Seattle"
"19078",350000,2,1.75,1430,7921,1,0,0,3,7,1430,0,1983,0,98146,47.5088,-122.371,1290,8040,"yes","no","Seattle"
"5055",1295000,4,2.5,3070,4000,2,0,0,4,8,2070,1000,1940,0,98105,47.659,-122.281,2560,4000,"yes","no","Seattle"
"8012",375000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,98006,47.566,-122.14,1300,9572,"yes","no","Bellevue"
